tlf,2.2
elw1,0.5
dlk,0.25
rw,0.2
hlf,0.2
gwOel,0.14285714
gwA,0.125
gwS,0.125
hoeh,0.09090909
mess,0.08333333
gwG,0.07692308
elw2,0.07142857
dekonP,0.06666667
fwk,0.06666667
