BF München 7,FF München-Freimann
BF München 7,FF München-Harthof
FF München-Moosach,FF München-Ludwigsfeld
FF München-Moosach,WF BMW
FF München-Moosach,FF München-Feldmoching
FF München-Moosach,FF München-Obermenzing
FF München-Moosach,BF München 4
FF München-Sendling,FF München-Großhadern
FF München-Sendling,BF München 2
FF München-Sendling,BF München 3
FF München-Harthof,FF München-Feldmoching
FF München-Harthof,WF Helmholtz
FF München-Harthof,FF München-Freimann
FF München-Harthof,BF München 7
FF Eching,FF Günzenhausen
FF Eching,FF Neufahrn bei Freising
FF Eching,FF Dietersheim
FF Eching,WF TUM
FF Eching,FF Unterschleißheim
BtF Merck-Schuchardt,FF Siegertsbrunn
BtF Merck-Schuchardt,FF Hohenbrunn
BtF Merck-Schuchardt,FF Höhenkirchen
